1_LT_001_PV,2_PIT_001_PV,3_AIT_005_PV,2_FIC_401_SP,2_FIC_601_SP,1_P_005_STATUS,2_FIC_601_PV,2_MV_601_STATUS,2_FIC_301_PV,3_AIT_003_PV,2_FIC_601_CO,2_FQ_501_PV,2_FIC_401_PV,2_LT_001_PV,2_MV_401_STATUS,2A_AIT_001_PV,2_DPIT_001_PV,2_FIC_501_CO,2B_AIT_001_PV,2_FIC_201_CO,2_FQ_101_PV,1_MV_003_STATUS,2B_AIT_003_PV,2_MV_003_STATUS,2_PIT_002_PV,2_FIC_301_CO,2_MV_201_STATUS,2B_AIT_002_PV,1_AIT_001_PV,2_P_003_STATUS,2_MCV_501_CO,2_FQ_201_PV,2_FIC_201_PV,1_P_003_STATUS,3_AIT_004_PV,LEAK_DIFF_PRESSURE,2B_AIT_004_PV,2_FIT_001_PV,2_MCV_101_CO,2_FIC_301_SP,2_FIC_101_PV,2A_AIT_002_PV,2_FIC_401_CO,2_MCV_301_CO,1_P_001_STATUS,2_FIC_101_CO,2_FIT_002_PV,1_MV_001_STATUS,3_AIT_002_PV,2_MCV_601_CO,2_MV_101_STATUS,1_AIT_005_PV,2_LT_002_PV,2_PIC_003_PV,2_PIC_003_CO,2_MV_006_STATUS,2_MV_501_STATUS,2_FIC_201_SP,1_AIT_004_PV,2_P_003_SPEED,2_PIT_003_PV,2_FIC_501_PV,TOTAL_CONS_REQUIRED_FLOW,3_FIT_001_PV,1_FIT_001_PV,2_FIC_501_SP,2_FIT_003_PV,2_MCV_201_CO,1_P_006_STATUS,2A_AIT_004_PV,2_MCV_401_CO,2_FIC_101_SP,2A_AIT_003_PV,2_P_004_SPEED,2_FQ_601_PV,2_FQ_301_PV,2_FQ_401_PV,1_AIT_003_PV,3_LT_001_PV,2_MV_301_STATUS,2_MCV_007_CO,1_MV_002_STATUS,1_AIT_002_PV,"Attack LABLE (1:No Attack, -1:Attack)"
59.5187,151.464,0.523295,0.15,0.09,1,0.0775103,1,0.182297,8.59832,23.1567,0.108607,0.160583,69.502,1,0.169922,2500.26,15.4396,0.189453,22.9876,0.138208,1,8.691,1,87.7027,21.6771,1,9.10811,167.697,1,22.9876,0.0994776,0.0988406,1,629.484,63.3863,474.676,0,23.1567,0.1,0.138199,2.98E-41,20.8075,20.8075,1,22.7477,0.719868,1,8279.1,22.7477,1,0.241338,76.0648,0.0234692,50,1,1,0.11,451.554,-0.0145838,0.0234692,0.105665,0.68,0.00131913,0.00127405,0.1,0,15.4396,1,475.3,21.6771,0.13,8.6875,0.030861,0.0790199,0.182238,0.158632,11.9574,64.4025,1,0,1,0.631472,1
59.5187,151.464,0.523295,0.15,0.09,1,0.0775103,1,0.182297,8.59832,23.1567,0.108607,0.160583,69.502,1,0.169922,2500.26,15.4396,0.189453,22.9876,0.138208,1,8.691,1,87.7027,21.6771,1,9.10811,167.697,1,22.9876,0.0994776,0.0988406,1,629.484,63.3863,474.676,0,23.1567,0.1,0.138199,2.98E-41,20.8075,20.8075,1,22.7477,0.719868,1,8279.1,22.7477,1,0.241338,76.0648,0.0234692,50,1,1,0.11,451.554,-0.0145838,0.0234692,0.105665,0.68,0.00131913,0.00127405,0.1,0,15.4396,1,475.3,21.6771,0.13,8.6875,0.030861,0.0790199,0.182238,0.158632,11.9574,64.4025,1,0,1,0.631472,1
59.5187,151.464,0.523295,0.15,0.09,1,0.0775103,1,0.182297,8.59832,23.1567,0.108607,0.160583,69.502,1,0.169922,2500.26,15.4396,0.189453,22.9876,0.138208,1,8.691,1,87.7027,21.6771,1,9.10811,167.697,1,22.9876,0.0994776,0.0988406,1,629.484,63.3863,474.676,0,23.1567,0.1,0.138199,2.98E-41,20.8075,20.8075,1,22.7477,0.719868,1,8279.1,22.7477,1,0.241338,76.0648,0.0234692,50,1,1,0.11,451.554,-0.0145838,0.0234692,0.105665,0.68,0.00131913,0.00127405,0.1,0,15.4396,1,475.3,21.6771,0.13,8.6875,0.030861,0.0790199,0.182238,0.158632,11.9574,64.4025,1,0,1,0.631472,1
59.5187,151.464,0.523295,0.15,0.09,1,0.0775103,1,0.182297,8.59832,23.1567,0.108607,0.160583,69.502,1,0.169922,2500.26,15.4396,0.189453,22.9876,0.138208,1,8.691,1,87.7027,21.6771,1,9.10811,167.697,1,22.9876,0.0994776,0.0988406,1,629.484,63.3863,474.676,0,23.1567,0.1,0.138199,2.98E-41,20.8075,20.8075,1,22.7477,0.719868,1,8279.1,22.7477,1,0.241338,76.0648,0.0234692,50,1,1,0.11,451.554,-0.0145838,0.0234692,0.105665,0.68,0.00131913,0.00127405,0.1,0,15.4396,1,475.3,21.6771,0.13,8.6875,0.030861,0.0790199,0.182238,0.158632,11.9574,64.4025,1,0,1,0.631472,1
59.5187,151.464,0.523295,0.15,0.09,1,0.0775103,1,0.182297,8.59832,23.1567,0.108607,0.160583,69.502,1,0.169922,2500.26,15.4396,0.189453,22.9876,0.138208,1,8.691,1,87.7027,21.6771,1,9.10811,167.697,1,22.9876,0.0994776,0.0988406,1,629.484,63.3863,474.676,0,23.1567,0.1,0.138199,2.98E-41,20.8075,20.8075,1,22.7477,0.719868,1,8279.1,22.7477,1,0.241338,76.0648,0.0234692,50,1,1,0.11,451.554,-0.0145838,0.0234692,0.105665,0.68,0.00131913,0.00127405,0.1,0,15.4396,1,475.3,21.6771,0.13,8.6875,0.030861,0.0790199,0.182238,0.158632,11.9574,64.4025,1,0,1,0.631472,1
59.5288,151.249,0.52325,0.15,0.09,1,0.0815568,1,0.169921,7.67043,23.2121,0.107401,0.159389,69.5055,1,0.169922,2500.17,15.348,0.189453,23.0154,0.141418,1,8.72836,1,87.9499,21.0583,1,9.10753,167.69,1,23.0154,0.102561,0.102749,1,636.325,63.4701,474.76,0,23.2121,0.1,0.139639,3.68E-41,20.7354,20.7354,1,22.6511,0.709917,1,8279.1,22.6511,1,0.241128,76.2798,0.0237741,50,1,1,0.11,451.621,-0.0140756,0.0237741,0.107219,0.68,0.00128552,0.00119373,0.1,0,15.348,1,475.417,21.0583,0.13,8.6875,0.0299104,0.080626,0.165906,0.160395,11.9608,64.3792,1,0,1,0.619473,1
59.5288,151.249,0.52325,0.15,0.09,1,0.0815568,1,0.169921,7.67043,23.2121,0.107401,0.159389,69.5055,1,0.169922,2500.17,15.348,0.189453,23.0154,0.141418,1,8.72836,1,87.9499,21.0583,1,9.10753,167.69,1,23.0154,0.102561,0.102749,1,636.325,63.4701,474.76,0,23.2121,0.1,0.139639,3.68E-41,20.7354,20.7354,1,22.6511,0.709917,1,8279.1,22.6511,1,0.241128,76.2798,0.0237741,50,1,1,0.11,451.621,-0.0140756,0.0237741,0.107219,0.68,0.00128552,0.00119373,0.1,0,15.348,1,475.417,21.0583,0.13,8.6875,0.0299104,0.080626,0.165906,0.160395,11.9608,64.3792,1,0,1,0.619473,1
59.5288,151.249,0.52325,0.15,0.09,1,0.0815568,1,0.169921,7.67043,23.2121,0.107401,0.159389,69.5055,1,0.169922,2500.17,15.348,0.189453,23.0154,0.141418,1,8.72836,1,87.9499,21.0583,1,9.10753,167.69,1,23.0154,0.102561,0.102749,1,636.325,63.4701,474.76,0,23.2121,0.1,0.139639,3.68E-41,20.7354,20.7354,1,22.6511,0.709917,1,8279.1,22.6511,1,0.241128,76.2798,0.0237741,50,1,1,0.11,451.621,-0.0140756,0.0237741,0.107219,0.68,0.00128552,0.00119373,0.1,0,15.348,1,475.417,21.0583,0.13,8.6875,0.0299104,0.080626,0.165906,0.160395,11.9608,64.3792,1,0,1,0.619473,1
59.5288,151.249,0.52325,0.15,0.09,1,0.0815568,1,0.169921,7.67043,23.2121,0.107401,0.159389,69.5055,1,0.169922,2500.17,15.348,0.189453,23.0154,0.141418,1,8.72836,1,87.9499,21.0583,1,9.10753,167.69,1,23.0154,0.102561,0.102749,1,636.325,63.4701,474.76,0,23.2121,0.1,0.139639,3.68E-41,20.7354,20.7354,1,22.6511,0.709917,1,8279.1,22.6511,1,0.241128,76.2798,0.0237741,50,1,1,0.11,451.621,-0.0140756,0.0237741,0.107219,0.68,0.00128552,0.00119373,0.1,0,15.348,1,475.417,21.0583,0.13,8.6875,0.0299104,0.080626,0.165906,0.160395,11.9608,64.3792,1,0,1,0.619473,1
59.5288,151.249,0.52325,0.15,0.09,1,0.0815568,1,0.169921,7.67043,23.2121,0.107401,0.159389,69.5055,1,0.169922,2500.17,15.348,0.189453,23.0154,0.141418,1,8.72836,1,87.9499,21.0583,1,9.10753,167.69,1,23.0154,0.102561,0.102749,1,636.325,63.4701,474.76,0,23.2121,0.1,0.139639,3.68E-41,20.7354,20.7354,1,22.6511,0.709917,1,8279.1,22.6511,1,0.241128,76.2798,0.0237741,50,1,1,0.11,451.621,-0.0140756,0.0237741,0.107219,0.68,0.00128552,0.00119373,0.1,0,15.348,1,475.417,21.0583,0.13,8.6875,0.0299104,0.080626,0.165906,0.160395,11.9608,64.3792,1,0,1,0.619473,1
59.5288,151.249,0.52325,0.15,0.09,1,0.0815568,1,0.169921,7.67043,23.2121,0.107401,0.159389,69.5055,1,0.169922,2500.17,15.348,0.189453,23.0154,0.141418,1,8.72836,1,87.9499,21.0583,1,9.10753,167.69,1,23.0154,0.102561,0.102749,1,636.325,63.4701,474.76,0,23.2121,0.1,0.139639,3.68E-41,20.7354,20.7354,1,22.6511,0.709917,1,8279.1,22.6511,1,0.241128,76.2798,0.0237741,50,1,1,0.11,451.621,-0.0140756,0.0237741,0.107219,0.68,0.00128552,0.00119373,0.1,0,15.348,1,475.417,21.0583,0.13,8.6875,0.0299104,0.080626,0.165906,0.160395,11.9608,64.3792,1,0,1,0.619473,1
59.5369,151.318,0.523229,0.12,0.12,1,0.0784786,1,0.168039,6.46684,23.753,0.10739,0.15726,69.4843,1,0.169922,2498.83,15.5547,0.189453,23.153,0.142499,1,8.72836,1,87.704,20.6052,1,9.10753,167.717,1,23.153,0.107104,0.106949,1,624.617,63.5889,474.76,0,23.753,0.11,0.141822,3.68E-41,20.2507,20.2507,1,22.1148,0.701308,1,8279.1,22.1148,1,0.241222,76.3273,0.0237594,50,1,1,0.12,451.666,-0.0147805,0.0237131,0.108145,0.68,0.00135191,0.00134125,0.12,0,15.5547,1,475.417,20.6052,0.1,8.6875,0.0309102,0.0824079,0.170654,0.158952,11.9563,64.3815,1,0,1,0.595474,1
59.5369,151.318,0.523229,0.12,0.12,1,0.0784786,1,0.168039,6.46684,23.753,0.10739,0.15726,69.4843,1,0.169922,2498.83,15.5547,0.189453,23.153,0.142499,1,8.72836,1,87.704,20.6052,1,9.10753,167.717,1,23.153,0.107104,0.106949,1,624.617,63.5889,474.76,0,23.753,0.11,0.141822,3.68E-41,20.2507,20.2507,1,22.1148,0.701308,1,8279.1,22.1148,1,0.241222,76.3273,0.0237594,50,1,1,0.12,451.666,-0.0147805,0.0237131,0.108145,0.68,0.00135191,0.00134125,0.12,0,15.5547,1,475.417,20.6052,0.1,8.6875,0.0309102,0.0824079,0.170654,0.158952,11.9563,64.3815,1,0,1,0.595474,1
59.5369,151.318,0.523229,0.12,0.12,1,0.0784786,1,0.168039,6.46684,23.753,0.10739,0.15726,69.4843,1,0.169922,2498.83,15.5547,0.189453,23.153,0.142499,1,8.72836,1,87.704,20.6052,1,9.10753,167.717,1,23.153,0.107104,0.106949,1,624.617,63.5889,474.76,0,23.753,0.11,0.141822,3.68E-41,20.2507,20.2507,1,22.1148,0.701308,1,8279.1,22.1148,1,0.241222,76.3273,0.0237594,50,1,1,0.12,451.666,-0.0147805,0.0237131,0.108145,0.68,0.00135191,0.00134125,0.12,0,15.5547,1,475.417,20.6052,0.1,8.6875,0.0309102,0.0824079,0.170654,0.158952,11.9563,64.3815,1,0,1,0.595474,1
59.5369,151.318,0.523229,0.12,0.12,1,0.0784786,1,0.168039,6.46684,23.753,0.10739,0.15726,69.4843,1,0.169922,2498.83,15.5547,0.189453,23.153,0.142499,1,8.72836,1,87.704,20.6052,1,9.10753,167.717,1,23.153,0.107104,0.106949,1,624.617,63.5889,474.76,0,23.753,0.11,0.141822,3.68E-41,20.2507,20.2507,1,22.1148,0.701308,1,8279.1,22.1148,1,0.241222,76.3273,0.0237594,50,1,1,0.12,451.666,-0.0147805,0.0237131,0.108145,0.68,0.00135191,0.00134125,0.12,0,15.5547,1,475.417,20.6052,0.1,8.6875,0.0309102,0.0824079,0.170654,0.158952,11.9563,64.3815,1,0,1,0.595474,1
59.5369,151.318,0.523229,0.12,0.12,1,0.0784786,1,0.168039,6.46684,23.753,0.10739,0.15726,69.4843,1,0.169922,2498.83,15.5547,0.189453,23.153,0.142499,1,8.6903,1,87.704,20.6052,1,9.29665,167.717,1,23.153,0.107104,0.106949,1,624.617,63.5889,474.776,0,23.753,0.11,0.141822,3.78E-41,20.2507,20.2507,1,22.1148,0.701308,1,8279.1,22.1148,1,0.241222,76.3273,0.0237594,50,1,1,0.12,451.666,-0.0147805,0.0237131,0.108145,0.68,0.00135191,0.00134125,0.12,0,15.5547,1,475.423,20.6052,0.1,8.6875,0.0309102,0.0824079,0.170654,0.158952,11.9563,64.3815,1,0,1,0.595474,1
59.5369,151.318,0.523229,0.12,0.12,1,0.0784786,1,0.168039,6.46684,23.753,0.10739,0.15726,69.4843,1,0.169922,2498.83,15.5547,0.189453,23.153,0.142499,1,8.6903,1,87.704,20.6052,1,9.29665,167.717,1,23.153,0.107104,0.106949,1,624.617,63.5889,474.776,0,23.753,0.11,0.141822,3.78E-41,20.2507,20.2507,1,22.1148,0.701308,1,8279.1,22.1148,1,0.241222,76.3273,0.0237594,50,1,1,0.12,451.666,-0.0147805,0.0237131,0.108145,0.68,0.00135191,0.00134125,0.12,0,15.5547,1,475.423,20.6052,0.1,8.6875,0.0309102,0.0824079,0.170654,0.158952,11.9563,64.3815,1,0,1,0.595474,1
59.5633,151.166,0.523376,0.12,0.12,1,0.0808689,1,0.169645,7.44079,24.1244,0.107656,0.158744,69.4438,1,0.169922,2499.39,15.6812,0.189453,23.3748,0.1399,1,8.6903,1,87.6639,20.0062,1,9.29665,167.666,1,23.3668,0.10336,0.10336,1,552.677,63.6955,474.776,0,24.112,0.11,0.1399,3.78E-41,19.8524,19.8527,1,21.7379,0.699816,1,8279.1,21.753,1,0.241573,76.3616,0.0235027,50,1,1,0.12,451.75,-0.0157394,0.0235027,0.107656,0.68,0.00134207,0.00110932,0.12,0,15.674,1,475.423,20.0373,0.1,8.6875,0.0297137,0.0808689,0.169645,0.158744,11.9604,64.4888,1,0,1,0.607475,1
59.5633,151.166,0.523376,0.12,0.12,1,0.0808689,1,0.169645,7.44079,24.1244,0.107656,0.158744,69.4438,1,0.169922,2499.39,15.6812,0.189453,23.3748,0.1399,1,8.6903,1,87.6639,20.0062,1,9.29665,167.666,1,23.3668,0.10336,0.10336,1,552.677,63.6955,474.776,0,24.112,0.11,0.1399,3.78E-41,19.8524,19.8527,1,21.7379,0.699816,1,8279.1,21.753,1,0.241573,76.3616,0.0235027,50,1,1,0.12,451.75,-0.0157394,0.0235027,0.107656,0.68,0.00134207,0.00110932,0.12,0,15.674,1,475.423,20.0373,0.1,8.6875,0.0297137,0.0808689,0.169645,0.158744,11.9604,64.4888,1,0,1,0.607475,1
59.5633,151.166,0.523376,0.12,0.12,1,0.0808689,1,0.169645,7.44079,24.1244,0.107656,0.158744,69.4438,1,0.169922,2499.39,15.6812,0.189453,23.3748,0.1399,1,8.6903,1,87.6639,20.0062,1,9.29665,167.666,1,23.3668,0.10336,0.10336,1,552.677,63.6955,474.776,0,24.112,0.11,0.1399,3.78E-41,19.8524,19.8527,1,21.7379,0.699816,1,8279.1,21.753,1,0.241573,76.3616,0.0235027,50,1,1,0.12,451.75,-0.0157394,0.0235027,0.107656,0.68,0.00134207,0.00110932,0.12,0,15.674,1,475.423,20.0373,0.1,8.6875,0.0297137,0.0808689,0.169645,0.158744,11.9604,64.4888,1,0,1,0.607475,1
59.5633,151.166,0.523376,0.12,0.12,1,0.0808689,1,0.169645,7.44079,24.1244,0.107656,0.158744,69.4438,1,0.169922,2499.39,15.6812,0.189453,23.3748,0.1399,1,8.6903,1,87.6639,20.0062,1,9.29665,167.666,1,23.3668,0.10336,0.10336,1,552.677,63.6955,474.776,0,24.112,0.11,0.1399,3.78E-41,19.8524,19.8527,1,21.7379,0.699816,1,8279.1,21.753,1,0.241573,76.3616,0.0235027,50,1,1,0.12,451.75,-0.0157394,0.0235027,0.107656,0.68,0.00134207,0.00110932,0.12,0,15.674,1,475.423,20.0373,0.1,8.6875,0.0297137,0.0808689,0.169645,0.158744,11.9604,64.4888,1,0,1,0.607475,1
59.5633,151.166,0.523376,0.12,0.12,1,0.0808689,1,0.169645,7.44079,24.1244,0.107656,0.158744,69.4438,1,0.169922,2499.39,15.6812,0.189453,23.3748,0.1399,1,8.6903,1,87.6639,20.0062,1,9.29665,167.666,1,23.3668,0.10336,0.10336,1,552.677,63.6955,474.776,0,24.112,0.11,0.1399,3.78E-41,19.8524,19.8527,1,21.7379,0.699816,1,8279.1,21.753,1,0.241573,76.3616,0.0235027,50,1,1,0.12,451.75,-0.0157394,0.0235027,0.107656,0.68,0.00134207,0.00110932,0.12,0,15.674,1,475.423,20.0373,0.1,8.6875,0.0297137,0.0808689,0.169645,0.158744,11.9604,64.4888,1,0,1,0.607475,1
59.5864,151.15,0.523307,0.12,0.12,1,0.0810486,1,0.14908,7.35437,24.4985,0.109994,0.160162,69.3987,1,0.169922,2499.41,15.7788,0.189453,23.4728,0.140827,1,8.6903,1,87.904,19.7029,1,9.29665,167.585,1,23.4815,0.107689,0.107794,1,641.596,63.5669,474.776,0,24.4757,0.11,0.143189,3.78E-41,19.4577,19.4872,1,21.3203,0.699888,1,8279.1,21.3432,1,0.241238,76.3921,0.0240249,50,1,1,0.12,451.829,-0.0145592,0.0240406,0.108773,0.68,0.00128962,0.00109129,0.12,0,15.7627,1,475.423,19.7436,0.1,8.6875,0.0297464,0.0815087,0.148918,0.159448,11.9568,64.4354,1,0,1,0.631475,1
59.5864,151.15,0.523307,0.12,0.12,1,0.0810486,1,0.14908,7.35437,24.4985,0.109994,0.160162,69.3987,1,0.169922,2499.41,15.7788,0.189453,23.4728,0.140827,1,8.6903,1,87.904,19.7029,1,9.29665,167.585,1,23.4815,0.107689,0.107794,1,641.596,63.5669,474.776,0,24.4757,0.11,0.143189,3.78E-41,19.4577,19.4872,1,21.3203,0.699888,1,8279.1,21.3432,1,0.241238,76.3921,0.0240249,50,1,1,0.12,451.829,-0.0145592,0.0240406,0.108773,0.68,0.00128962,0.00109129,0.12,0,15.7627,1,475.423,19.7436,0.1,8.6875,0.0297464,0.0815087,0.148918,0.159448,11.9568,64.4354,1,0,1,0.631475,1
